1000,0.33404,0.333464,0.332496,0.333194502291
2000,0.333704,0.332224,0.334072,0.333819241983
3000,0.333624,0.330896,0.33548,0.331320283215
4000,0.333528,0.329664,0.336808,0.330279050396
5000,0.333536,0.328208,0.338256,0.330903790087
6000,0.333464,0.326744,0.339792,0.332361516035
7000,0.333448,0.325312,0.34124,0.333194502291
8000,0.333184,0.324096,0.34272,0.334443981674
9000,0.333056,0.322832,0.344112,0.336734693878
10000,0.332776,0.32184,0.345384,0.33631820075
11000,0.33268,0.32048,0.34684,0.337775926697
12000,0.332264,0.319304,0.348432,0.3400666389
13000,0.331856,0.317968,0.350176,0.340483132028
14000,0.331648,0.316664,0.351688,0.340483132028
15000,0.331328,0.31552,0.353152,0.340274885464
16000,0.330936,0.31424,0.354824,0.340691378592
17000,0.330968,0.313,0.356032,0.341524364848
18000,0.330608,0.311328,0.358064,0.340899625156
19000,0.330368,0.310072,0.35956,0.339858392337
20000,0.330176,0.308776,0.361048,0.340483132028
21000,0.329816,0.307488,0.362696,0.340274885464
22000,0.329752,0.306304,0.363944,0.338400666389
23000,0.329432,0.304976,0.365592,0.339650145773
24000,0.329448,0.303592,0.36696,0.338400666389
25000,0.329216,0.302272,0.368512,0.338608912953
26000,0.329112,0.301288,0.3696,0.340899625156
27000,0.328912,0.300024,0.371064,0.341316118284
28000,0.328544,0.29872,0.372736,0.341316118284
29000,0.328304,0.297384,0.374312,0.3400666389
30000,0.328152,0.296256,0.375592,0.342773844232
31000,0.328024,0.295024,0.376952,0.344648063307
32000,0.327712,0.293728,0.37856,0.345481049563
33000,0.32772,0.29272,0.37956,0.343398583923
34000,0.327344,0.291648,0.381008,0.344439816743
35000,0.32728,0.290336,0.382384,0.344648063307
36000,0.327032,0.289328,0.38364,0.345897542691
37000,0.327,0.287816,0.385184,0.346105789254
38000,0.3268,0.286656,0.386544,0.345064556435
39000,0.326456,0.285352,0.388192,0.347147022074
40000,0.326272,0.284168,0.38956,0.350895460225
41000,0.326,0.282968,0.391032,0.353186172428
42000,0.325976,0.281456,0.392568,0.355268638067
43000,0.325464,0.280392,0.394144,0.355268638067
44000,0.325152,0.27912,0.395728,0.35381091212
45000,0.325024,0.277896,0.39708,0.351520199917
46000,0.324872,0.27676,0.398368,0.351311953353
47000,0.324904,0.275512,0.399584,0.352353186172
48000,0.32456,0.274464,0.400976,0.351103706789
49000,0.324376,0.273392,0.402232,0.350895460225
50000,0.324168,0.272296,0.403536,0.350478967097
51000,0.324048,0.270952,0.405,0.350895460225
52000,0.323944,0.269592,0.406464,0.353186172428
53000,0.323784,0.268272,0.407944,0.355060391504
54000,0.323416,0.267144,0.40944,0.354643898376
55000,0.323248,0.265912,0.41084,0.355060391504
56000,0.323088,0.264824,0.412088,0.355893377759
57000,0.322968,0.263648,0.413384,0.355685131195
58000,0.322968,0.262336,0.414696,0.357142857143
59000,0.322816,0.26148,0.415704,0.357142857143
60000,0.322624,0.260464,0.416912,0.356934610579
61000,0.32224,0.259528,0.418232,0.355685131195
62000,0.322136,0.258528,0.419336,0.356101624323
63000,0.322248,0.2574,0.420352,0.357559350271
64000,0.322096,0.256312,0.421592,0.35964181591
65000,0.322024,0.255088,0.422888,0.360474802166
66000,0.321832,0.25384,0.424328,0.361307788421
67000,0.321688,0.253016,0.425296,0.361307788421
68000,0.321632,0.251752,0.426616,0.359850062474
69000,0.321512,0.250856,0.427632,0.360266555602
70000,0.321576,0.250064,0.42836,0.360266555602
71000,0.321384,0.248928,0.429688,0.362349021241
72000,0.320872,0.24788,0.431248,0.359433569346
73000,0.320808,0.246952,0.43224,0.357351103707
74000,0.320448,0.24576,0.433792,0.357975843399
75000,0.320136,0.244744,0.43512,0.359433569346
76000,0.319936,0.243888,0.436176,0.360474802166
77000,0.319896,0.242792,0.437312,0.361307788421
78000,0.31956,0.241912,0.438528,0.36443148688
79000,0.319224,0.240856,0.43992,0.36651395252
80000,0.319288,0.23976,0.440952,0.369012911287
81000,0.319232,0.238616,0.442152,0.369429404415
82000,0.31884,0.2376,0.44356,0.370678883798
83000,0.31868,0.236472,0.444848,0.370470637234
84000,0.31868,0.235392,0.445928,0.368804664723
85000,0.31852,0.23452,0.44696,0.371511870054
86000,0.318184,0.233672,0.448144,0.371095376926
87000,0.317976,0.232664,0.44936,0.37130362349
88000,0.317648,0.23176,0.450592,0.37234485631
89000,0.317216,0.230784,0.452,0.374843815077
90000,0.31704,0.229712,0.453248,0.375260308205
91000,0.316784,0.228736,0.45448,0.377759266972
92000,0.316696,0.227624,0.45568,0.380674718867
93000,0.31644,0.226608,0.456952,0.381299458559
94000,0.316088,0.225704,0.458208,0.381507705123
95000,0.31596,0.225136,0.458904,0.381715951687
96000,0.315928,0.22392,0.460152,0.380674718867
97000,0.316,0.222696,0.461304,0.380882965431
