1000,0.33378125,0.334140625,0.332078125
2000,0.33309375,0.3345,0.33240625
3000,0.332875,0.334375,0.33275
4000,0.33221875,0.33475,0.33303125
5000,0.332140625,0.334609375,0.33325
6000,0.331671875,0.33453125,0.333796875
7000,0.331390625,0.33371875,0.334890625
8000,0.331,0.3345625,0.3344375
9000,0.330609375,0.3345,0.334890625
10000,0.330109375,0.3344375,0.335453125
11000,0.329796875,0.334453125,0.33575
12000,0.329296875,0.33375,0.336953125
13000,0.328390625,0.333859375,0.33775
14000,0.327703125,0.333703125,0.33859375
15000,0.326796875,0.3344375,0.338765625
16000,0.326515625,0.333921875,0.3395625
17000,0.32559375,0.333609375,0.340796875
18000,0.32521875,0.33309375,0.3416875
19000,0.3244375,0.332828125,0.342734375
20000,0.32425,0.33275,0.343
21000,0.323140625,0.33275,0.344109375
22000,0.3225,0.33284375,0.34465625
23000,0.321703125,0.3325625,0.345734375
24000,0.320421875,0.333109375,0.34646875
25000,0.32028125,0.333375,0.34634375
26000,0.319203125,0.333625,0.347171875
27000,0.318203125,0.33415625,0.347640625
28000,0.318171875,0.333890625,0.3479375
29000,0.317390625,0.333796875,0.3488125
30000,0.316796875,0.3335,0.349703125
31000,0.316453125,0.33284375,0.350703125
32000,0.31515625,0.333078125,0.351765625
33000,0.314234375,0.333078125,0.3526875
34000,0.313390625,0.332984375,0.353625
35000,0.31315625,0.332671875,0.354171875
36000,0.31271875,0.332078125,0.355203125
37000,0.31209375,0.332171875,0.355734375
38000,0.311703125,0.331578125,0.35671875
39000,0.311046875,0.331484375,0.35746875
40000,0.310171875,0.3314375,0.358390625
41000,0.309015625,0.3315,0.359484375
42000,0.30784375,0.3316875,0.36046875
43000,0.307015625,0.331609375,0.361375
44000,0.305859375,0.3320625,0.362078125
45000,0.304640625,0.3320625,0.363296875
46000,0.303796875,0.33171875,0.364484375
47000,0.303515625,0.331578125,0.36490625
48000,0.302484375,0.331734375,0.36578125
49000,0.30146875,0.332109375,0.366421875
50000,0.301109375,0.331890625,0.367
51000,0.30059375,0.3316875,0.36771875
52000,0.299546875,0.33140625,0.369046875
